단체명,지방세징수율제고노력도,지방세체납액축소노력도,경상세외수입확충노력도,세외수입체납액축소노력도,탄력세율적용노력도,인건비절감노력도,지방의회경비절감노력도,업무추진비절감노력도,행사축제경비절감노력도,민간이전경비절감노력도
서울 성북구,0.9983 ,-0.3788 ,1.0121 ,0.0085 ,0.9800 ,0.1018 ,0.1595 ,0.2304 ,0.0497 ,-0.0676 
서울 노원구,1.0016 ,-0.1748 ,1.0960 ,-0.1617 ,0.9765 ,0.0682 ,0.0937 ,0.3978 ,0.1127 ,-0.1617 
서울 은평구,0.9922 ,-0.5800 ,1.0397 ,-0.1089 ,0.9766 ,0.0675 ,0.0506 ,0.4201 ,0.2102 ,-0.0594 
서울 마포구,1.0051 ,-0.1012 ,1.0981 ,-0.0878 ,0.9895 ,0.1199 ,0.0701 ,0.3537 ,0.1515 ,-0.0457 
서울 양천구,0.9930 ,-0.5456 ,1.0450 ,-0.1745 ,0.9848 ,0.1420 ,0.0740 ,0.5187 ,0.1934 ,-0.0423 
서울 강서구,1.0046 ,-0.2416 ,1.0738 ,-0.0789 ,0.9845 ,0.1277 ,0.0460 ,0.4366 ,-0.0144 ,-0.0905 
서울 영등포구,1.0023 ,-0.2163 ,0.9837 ,-0.1531 ,0.9914 ,0.0923 ,0.1013 ,0.4134 ,0.1330 ,-0.1091 
서울 관악구,1.0008 ,-0.2826 ,1.0605 ,-0.1133 ,0.9738 ,0.0986 ,0.1119 ,0.3895 ,0.1013 ,-0.0863 
서울 서초구,1.0001 ,-0.2536 ,1.0390 ,-0.0980 ,0.9960 ,0.1526 ,0.0545 ,0.5143 ,-0.0448 ,-0.5994 
서울 강남구,0.9998 ,-0.1681 ,0.9811 ,-0.0793 ,0.9971 ,0.1588 ,0.0322 ,0.3726 ,-0.0920 ,-0.0781 
서울 송파구,0.9980 ,-0.1751 ,1.0224 ,-0.1655 ,0.9925 ,0.1259 ,0.0995 ,0.2466 ,-0.1404 ,-0.3021 
서울 강동구,0.9994 ,-0.2603 ,1.0651 ,-0.0716 ,0.9864 ,0.1479 ,0.1074 ,0.4137 ,0.1774 ,-0.0156
서울 종로구,1.0019 ,-0.2917 ,1.0018 ,-0.0291 ,0.9961 ,0.1014 ,0.0744 ,0.4358 ,,-0.0616 ,-3.4860 
서울 중구,1.0001 ,-0.3038 ,0.9486 ,-0.1425 ,0.9977 ,0.0745 ,0.2218 ,0.4471 ,,0.1083 ,-0.2199 
서울 용산구,0.9317 ,-2.1388 ,0.9887 ,-0.1144 ,0.9942 ,0.1354 ,0.0938 ,0.3818 ,,0.1979 ,-0.0137 
서울 성동구,1.0016 ,-0.2933 ,1.0799 ,0.0388 ,0.9888 ,0.0900 ,0.0745 ,0.4182 ,,0.1557 ,-0.2073 
서울 광진구,1.0031 ,-0.3853 ,1.0406 ,0.0835 ,0.9846 ,0.0891 ,0.1809 ,0.4693 ,,-0.1187 ,-0.0875 
서울 동대문구,1.0012 ,-0.6011 ,1.0787 ,0.0449 ,0.9845 ,0.0692 ,-0.0209 ,0.3782 ,,0.1991 ,0.0018 
서울 중랑구,0.9976 ,-0.3304 ,1.0342 ,-0.1037 ,0.9736 ,0.0754 ,0.0987 ,0.4921 ,,-0.2935 ,-0.0197 
서울 강북구,0.9997 ,-0.3948 ,1.0634 ,-0.0735 ,0.9739 ,0.1165 ,0.0541 ,0.4451 ,,-0.2848 ,-0.0172 
서울 도봉구,0.9986 ,-0.2569 ,1.0660 ,-0.1238 ,0.9750 ,0.0858 ,0.0643 ,0.4410 ,,-0.1230 ,-0.1542 
서울 서대문구,1.0044 ,-0.3554 ,1.0412 ,-0.1035 ,0.9838 ,0.0977 ,0.1398 ,0.4631 ,,-0.1918 ,-0.0840 
서울 구로구,0.9993 ,-0.5034 ,1.0523 ,-0.0575 ,0.9841 ,0.1119 ,0.1117 ,0.4425 ,,-0.3227 ,-0.0993 
서울 금천구,1.0012 ,-0.3416 ,1.0341 ,-0.1057 ,0.9862 ,0.1292 ,0.0342 ,0.5252 ,,0.0966 ,-0.0362 
서울 동작구,0.9997 ,-1.7309 ,1.0499 ,0.0730 ,0.9830 ,0.1252 ,-0.0114 ,0.4194 ,,0.0842 ,-6.6828
부산 진구,0.9993 ,-0.3369 ,0.9891 ,-0.2581 ,0.9869 ,0.0515 ,0.0713 ,0.1260 ,-0.4270 ,-0.0525 
부산 해운대구,1.0000 ,-0.2915 ,1.0134 ,-0.1844 ,0.9902 ,0.0456 ,0.2321 ,0.0716 ,-0.5492 ,0.2629 
부산 사하구,1.0004 ,-0.4302 ,1.0030 ,-0.0819 ,0.9865 ,0.0550 ,0.2719 ,0.2554 ,-0.2497 ,-0.1920 
부산 강서구,1.0073 ,-0.1920 ,1.1003 ,0.0898 ,0.9979 ,0.0510 ,0.1654 ,0.0525 ,0.0532 ,-0.0046 
대구 동구,1.0055 ,-0.0973 ,1.0503 ,-0.0684 ,0.9859 ,0.0191 ,0.0812 ,0.2330 ,0.1671 ,-0.0701 
대구 북구,1.0013 ,-0.1067 ,1.0235 ,-0.0855 ,0.9865 ,0.0796 ,0.1593 ,0.3789 ,-0.0266 ,0.0463 
대구 수성구,1.0043 ,-0.2792 ,0.9985 ,-0.0360 ,0.9887 ,0.0368 ,0.0042 ,0.1969 ,0.0429 ,0.1060 
대구 달서구,1.0027 ,-0.3259 ,1.0563 ,-0.0485 ,0.9883 ,0.0434 ,0.0585 ,0.3009 ,-0.0982 ,-0.0006 
인천 중구,1.0005 ,-0.3919 ,0.9980 ,-0.1756 ,0.9972 ,0.0311 ,0.1404 ,0.0741 ,-0.4246 ,-0.2371 
인천 남구,1.0041 ,-0.2151 ,1.0274 ,-0.0420 ,0.9848 ,0.0240 ,0.2619 ,0.2486 ,0.0933 ,-0.0261 
인천 연수구,1.0036 ,-0.0698 ,1.0427 ,-0.0031 ,0.9935 ,0.0024 ,0.1078 ,0.1013 ,-0.2612 ,-0.0647 
인천 남동구,0.9972 ,-0.3508 ,1.0605 ,-0.1043 ,0.9903 ,0.0235 ,-0.2870 ,0.1551 ,-0.1741 ,-0.1682 
인천 부평구,1.0047 ,-0.1010 ,1.0465 ,-0.0505 ,0.9853 ,0.0035 ,0.1635 ,0.2826 ,-0.0794 ,0.0231 
인천 계양구,0.9971 ,-0.3515 ,1.0675 ,-0.0404 ,0.9837 ,-0.0066 ,0.1101 ,0.0728 ,-0.1721 ,0.0509 
인천 서구,0.9995 ,-0.3508 ,1.0541 ,-0.0673 ,0.9930 ,-0.0218 ,0.2490 ,0.2023 ,0.3118 ,-0.0427 
광주 서구,1.0102 ,-0.0573 ,1.0205 ,-0.0679 ,0.9876 ,0.0208 ,0.1207 ,0.1374 ,0.0224 ,-0.0262 
광주 북구,1.0080 ,-0.0487 ,0.9988 ,-0.1785 ,0.9817 ,0.0195 ,0.0857 ,0.1413 ,0.1636 ,-0.0776 
광주 광산구,1.0036 ,-0.0363 ,1.0567 ,-0.0770 ,0.9884 ,0.0540 ,0.0852 ,0.0020 ,-0.0343 ,-0.1123 
대전 서구,1.0028 ,-0.4405 ,0.9989 ,-0.2237 ,0.9856 ,-0.0138 ,0.1194 ,0.0951 ,-0.0305 ,0.0205 
대전 유성구,1.0010 ,-0.5742 ,1.0470 ,0.0215 ,0.9924 ,0.0175 ,0.1485 ,0.1552 ,0.1610 ,0.0321 
울산 남구,1.0012 ,-0.1928 ,1.0558 ,-0.0616 ,0.9911 ,0.0638 ,0.0452 ,0.0600 ,0.1111 ,0.0898 
울산 북구,1.0046 ,-0.2573 ,1.0559 ,-0.0608 ,0.9927 ,0.0208 ,0.1490 ,0.0256 ,-0.0447 ,0.0239 
부산 중구,0.9949 ,-0.2594 ,0.9921 ,-0.0873 ,0.9939 ,0.0418 ,0.2751 ,0.1163 ,-0.4576 ,-0.0049 
부산 서구,0.9922 ,-0.2342 ,1.0066 ,-0.1848 ,0.9800 ,0.1225 ,0.2695 ,0.2149 ,-4.1337 ,0.0665 
부산 동구,1.0017 ,-0.2079 ,0.9720 ,-0.0702 ,0.9899 ,0.0459 ,0.1439 ,0.1156 ,0.3467 ,0.2750 
부산 영도구,0.9972 ,-0.3520 ,0.9784 ,-0.0774 ,0.9802 ,0.1026 ,0.1276 ,0.1769 ,-0.0533 ,0.0468 
부산 동래구,0.9997 ,-0.3715 ,0.9953 ,-0.0551 ,0.9851 ,0.0520 ,0.1847 ,0.2036 ,-0.0016 ,0.3765 
부산 남구,1.0032 ,-0.5345 ,1.0058 ,-0.0656 ,0.9860 ,0.0795 ,0.0810 ,0.0958 ,0.3981 ,0.5921 
부산 북구,1.0064 ,-0.1205 ,0.9982 ,-0.0497 ,0.9813 ,0.0317 ,0.0576 ,0.1555 ,-0.2233 ,0.3166 
부산 금정구,1.0036 ,-0.3278 ,1.0728 ,-0.1457 ,0.9867 ,0.0547 ,0.1906 ,0.2765 ,-0.0282 ,0.0969 
부산 연제구,1.0019 ,-0.2512 ,0.9972 ,-0.1517 ,0.9868 ,0.0576 ,0.6102 ,0.0667 ,0.0305 ,0.2547 
부산 수영구,1.0069 ,-0.1248 ,0.9765 ,-0.3698 ,0.9867 ,0.0511 ,0.3235 ,0.2381 ,0.5264 ,0.3905 
부산 사상구,1.0023 ,-0.2344 ,0.9771 ,-0.1850 ,0.9893 ,0.0056 ,0.0419 ,0.2386 ,0.0328 ,-0.1599 
대구 중구,1.0035 ,-0.5229 ,1.0619 ,-0.0373 ,0.9943 ,-0.0026 ,0.2343 ,0.2265 ,-0.1487 ,-0.2454 
대구 서구,1.0006 ,-0.2142 ,1.0026 ,-0.0350 ,0.9834 ,0.0625 ,0.1279 ,0.3345 ,-0.7249 ,-0.0371 
대구 남구,1.0000 ,-0.1458 ,1.0141 ,-0.0391 ,0.9777 ,0.0111 ,0.2208 ,0.4271 ,-0.3601 ,-0.0831 
인천 동구,1.0052 ,0.1210 ,1.0238 ,-0.0207 ,0.9913 ,0.0282 ,0.3463 ,0.1436 ,-0.0217 ,-0.2293 
광주 동구,1.0135 ,-0.3512 ,1.0216 ,-0.0780 ,0.9875 ,0.0183 ,0.1361 ,0.1736 ,0.3813 ,0.0285 
광주 남구,1.0099 ,0.0685 ,1.0229 ,-0.1168 ,0.9801 ,0.0338 ,0.0676 ,0.1498 ,0.1111 ,-0.1001 
대전 동구,1.0061 ,0.0125 ,1.0116 ,-0.0697 ,0.9824 ,0.0737 ,0.0579 ,0.3330 ,0.1705 ,0.0109 
대전 중구,1.0053 ,-0.1112 ,1.0312 ,-0.1123 ,0.9838 ,0.0130 ,0.2353 ,0.2322 ,-0.9774 ,-0.0062 
대전 대덕구,0.9904 ,-0.5916 ,1.0242 ,0.0130 ,0.9887 ,-0.0323 ,0.2427 ,0.2699 ,-0.0977 ,-0.0906 
울산 중구,0.9995 ,-0.4336 ,0.9899 ,-0.0658 ,0.9791 ,0.1202 ,0.0641 ,0.0687 ,-0.1196 ,-0.4190 
울산 동구,1.0010 ,-0.1135 ,1.1086 ,-0.2001 ,0.9902 ,0.0700 ,0.0571 ,0.0289 ,0.2089 ,0.6330
